Type,Date,Deliv Date,Num,Source-Name,Job-Sales Number,Item,Qty,Rcvd,Cost-Price,Amount,Item-Description,Open-Balance,Other,QT1,QT2,AT
Purchase Order,7/26/23,8/25/23,55015,Frontier Machining LLC,GF12,GF12.243.08.A (Hold Down Plate Mount),4,4,67,268,Hold Down Plate Mount,0,,,,
Purchase Order,7/26/23,8/25/23,55015,Frontier Machining LLC,GF12,GF12.243.09.A (Bearing Plate Lead Screw Mount),2,2,68.4,136.8,Bearing Plate Lead Screw Mount,0,,,,
Purchase Order,7/26/23,8/25/23,55015,Frontier Machining LLC,GF12,GF12.244.01.A (Bearing Plate-Anvil),2,2,150.15,300.3,Bearing Plate-Anvil,0,,,,
Purchase Order,7/26/23,8/25/23,55015,Frontier Machining LLC,GF12,GF12.244.02.A (Anvil Base),2,2,268.95,537.9,Anvil Base,0,,,,
Purchase Order,7/26/23,8/25/23,55015,Frontier Machining LLC,GF12,GF12.244.03.A (Insert - 1.65 Inch),2,2,63.55,127.1,Insert - 1.65 Inch,0,,,,
Purchase Order,7/26/23,8/25/23,55015,Frontier Machining LLC,GF12,GF12.245.01.A (Offset Plate),2,2,76.35,152.7,Offset Plate,0,,,,
Purchase Order,7/26/23,8/25/23,55015,Frontier Machining LLC,GF12,GF12.245.02.A (Offset Lead Screw Bearing Plate),2,2,65.35,130.7,Offset Lead Screw Bearing Plate,0,,,,
Purchase Order,7/26/23,8/25/23,55015,Frontier Machining LLC,GF12,GF12.250.03.A (Ball Screw Nut Mount),2,2,152.8,305.6,Ball Screw Nut Mount,0,,,,
Purchase Order,7/26/23,8/25/23,55015,Frontier Machining LLC,GF12,GF12.250.04.A (Gearbox Mount Plate R),1,1,102.92,102.92,Gearbox Mount Plate R,0,,,,
Purchase Order,7/26/23,8/25/23,55015,Frontier Machining LLC,GF12,GF12.250.05.A (Gearbox Mount Plate L),1,1,102.9,102.9,Gearbox Mount Plate L,0,,,,
Purchase Order,7/26/23,8/25/23,55015,Frontier Machining LLC,GF12,GF12.250.06.A (Lower Bearing Mount),2,2,107.8,215.6,Lower Bearing Mount,0,,,,
Purchase Order,7/26/23,8/25/23,55015,Frontier Machining LLC,GF12,GF12.250.07.A (Upper Bearing Mount),2,2,85.9,171.8,Upper Bearing Mount,0,,,,
Purchase Order,7/26/23,8/25/23,55015,Frontier Machining LLC,GF12,GF12.250.09.A (Compensator Upper Bearing Mount Plate L),1,1,99.6,99.6,Compensator Upper Bearing Mount Plate L,0,,,,
Purchase Order,7/26/23,8/25/23,55015,Frontier Machining LLC,GF12,GF12.250.10.A (Compensator Upper Bearing Mount Plate R),1,1,99.6,99.6,Compensator Upper Bearing Mount Plate R,0,,,,
Purchase Order,7/26/23,8/25/23,55015,Frontier Machining LLC,GF12,GF12.251.01.A (Unwind Roller Upper Bracket),2,2,98.8,197.6,Unwind Roller Upper Bracket,0,,,,
Purchase Order,7/26/23,8/25/23,55015,Frontier Machining LLC,GF12,GF12.251.02.A (Unwind Roller Clamp),2,2,62.95,125.9,Unwind Roller Clamp,0,,,,
Purchase Order,7/26/23,8/25/23,55015,Frontier Machining LLC,GF12,GF12.252.01.A (Compensator Arm),2,2,169.25,338.5,Compensator Arm,0,,,,
Purchase Order,7/26/23,8/25/23,55015,Frontier Machining LLC,GF12,GF12.252.02.A (Dancer Clamp),2,2,54.6,109.2,Dancer Clamp,0,,,,
Purchase Order,7/26/23,8/25/23,55015,Frontier Machining LLC,GF12,GF12.253.02.A (Handwheel Plate),2,2,91.05,182.1,Handwheel Plate,0,,,,
Purchase Order,7/26/23,8/25/23,55015,Frontier Machining LLC,GF12,GF12.223.02.B (LASER SENSOR MOUNT BLOCK),2,2,90.2,180.4,LASER SENSOR MOUNT BLOCK,0,,,,
Purchase Order,7/26/23,8/25/23,55015,Frontier Machining LLC,GF12,GF12.216.01.C (Dancer Arm Rev C),4,4,139.95,559.8,Dancer Arm Rev C,0,,,,
Purchase Order,7/27/23,8/8/23,55018,Alexandria Precision,GF12,"303A12MMR6 (303 TG&P - 12mm diameter x 6' long   O.D tolerance -.0005"")",8,0,48.52,388.16,"303 TG&P - 12mm diameter x 6' long   O.D tolerance -.0005""",388.16,,,,
Purchase Order,7/27/23,8/8/23,55018,Alexandria Precision,GF12,"303A14MMR6 (303 TG&P - 14mm diameter x 6' long   O.D tolerance -.0005"")",1,0,55.91,55.91,"303 TG&P - 14mm diameter x 6' long   O.D tolerance -.0005""",55.91,,,,
Purchase Order,7/27/23,8/8/23,55018,Alexandria Precision,GF12,"303A20MMR6 (303 TG&P - 20mm diameter x 6' long   O.D tolerance -.0005"")",1,0,100.32,100.32,"303 TG&P - 20mm diameter x 6' long   O.D tolerance -.0005""",100.32,,,,
Purchase Order,7/27/23,8/8/23,55018,Alexandria Precision,GF12,"303A35MMR6 (303 TG&P - 35mm diameter x 6' long   O.D tolerance -.0005"")",2,0,227.76,455.52,"303 TG&P - 35mm diameter x 6' long   O.D tolerance -.0005""",455.52,,,,
Purchase Order,7/27/23,8/8/23,55018,Alexandria Precision,GF12,"303A08MMR6 (303 TG&P - 8mm diameter x 6' long   O.D tolerance -.0005"")",1,0,28.47,28.47,"303 TG&P - 8mm diameter x 6' long   O.D tolerance -.0005""",28.47,,,,
Purchase Order,7/27/23,8/8/23,55018,Alexandria Precision,GF12,"303A07500R6 (303 TG&P - .750"" diameter x 6' long, O.D tolerance -.0005"")",40,0,85.05,3402,"303 TG&P - .750"" diameter x 6' long, O.D tolerance -.0005""",3402,,,,
Purchase Order,7/27/23,8/8/23,55018,Alexandria Precision,GF12,"303A10000R6 (303 TG&P - 1.00"" diameter x 6' long   O.D tolerance -.0005"")",2,0,132.03,264.06,"303 TG&P - 1.00"" diameter x 6' long   O.D tolerance -.0005""",264.06,,,,
Purchase Order,8/2/23,8/10/23,55024,Finishing Professionals,GF12,ANODIZE - HARD CLEAR (BATCH OF HARD CLEAR ANODIZING),40,40,54.27,2170.8,BATCH OF HARD CLEAR ANODIZING,0,,,,
Purchase Order,8/2/23,9/1/23,55025,Frontier Machining LLC,GF12,GF12.114.01.A (.500 UPPER RAIL PLATE),2,2,302.05,604.1,.500 UPPER RAIL PLATE,0,,,,
Purchase Order,8/2/23,8/18/23,55026,"Misumi USA, Inc.",GF12,"GEABB2.0-26-20-B-20 (MISUMI Spur Gear Pressure Angle 20, Module 2.0, 20mm Shaft)",6,6,46.29,277.74,"MISUMI Spur Gear Pressure Angle 20, Module 2.0, 20mm Shaft",0,", 2x530.315, 2x341, 2x640",,,
Purchase Order,8/2/23,8/18/23,55026,"Misumi USA, Inc.",GF12,"LRGEA2.0Z-500-K4-B120 (Misumi Rack Gears - Pressure Angle 20, 000mm)",2,2,180.72,361.44,"Misumi Rack Gears - Pressure Angle 20, 000mm",0,", 2x114.304,",,,
Purchase Order,8/2/23,8/18/23,55026,"Misumi USA, Inc.",GF12,"LRGEA2.0Z-860-K7-B120 (Misumi Rack Gears - Pressure Angle 20, 860mm)",4,4,237.74,950.96,"Misumi Rack Gears - Pressure Angle 20, 860mm",0,", 4x113.304,",,,
Purchase Order,8/2/23,8/18/23,55026,"Misumi USA, Inc.",GF12,"PSFJ30-610 (Misumi Linear Shaft - Straight, Precision 610mm)",16,16,75.98,1215.68,"Misumi Linear Shaft - Straight, Precision 610mm",0,", 16x414.304,",,,
Purchase Order,8/2/23,8/18/23,55026,"Misumi USA, Inc.",GF12,"WSSMH25-20-5 (Misumi Flat Spacers - Hardened, M20 x 5mm)",0,0,5.62,0,"Misumi Flat Spacers - Hardened, M20 x 5mm",0,", 32x414.302,",,,
Purchase Order,8/2/23,9/1/23,55025,Frontier Machining LLC,GF12,GF12.115.01.A (.500 LOWER RAIL PLATE),2,2,290.2,580.4,.500 LOWER RAIL PLATE,0,,,,
Purchase Order,8/2/23,9/1/23,55025,Frontier Machining LLC,GF12,GF12.116.04.A (SINGLE ROLLER BRACKET),32,32,31.9,1020.8,SINGLE ROLLER BRACKET,0,,,,
Purchase Order,8/2/23,9/1/23,55025,Frontier Machining LLC,GF12,GF12.116.05.A (SINGLE ROLLER BRACKET  CLAMP),40,40,16.95,678,SINGLE ROLLER BRACKET  CLAMP,0,,,,
Purchase Order,8/2/23,9/1/23,55025,Frontier Machining LLC,GF12,GF12.130.03.A (Drive Bearing Base),10,10,66.15,661.5,Drive Bearing Base,0,,,,
Purchase Order,8/2/23,9/1/23,55025,Frontier Machining LLC,GF12,GF12.130.04.A (Drive Bearing Cap),10,10,56.75,567.5,Drive Bearing Cap,0,,,,
Purchase Order,8/2/23,9/1/23,55025,Frontier Machining LLC,GF12,GF12.130.05.A (Idler Bearing Mount),10,10,194.4,1944,Idler Bearing Mount,0,,,,
Purchase Order,8/2/23,9/1/23,55025,Frontier Machining LLC,GF12,GF12.130.06.A (Cylinder Mount Plate),10,10,80.45,804.5,Cylinder Mount Plate,0,,,,
Purchase Order,8/2/23,9/1/23,55025,Frontier Machining LLC,GF12,GF12.130.08.A (Nip Adjustment Block),10,10,88.9,889,Nip Adjustment Block,0,,,,
Purchase Order,8/2/23,9/1/23,55025,Frontier Machining LLC,GF12,GF12.130.09.A (Nip Pivot Block),10,10,49.2,492,Nip Pivot Block,0,,,,
Purchase Order,8/2/23,9/1/23,55025,Frontier Machining LLC,GF12,GF12.130.10.A (Adj Side Frame Mount),10,10,109.8,1098,Adj Side Frame Mount,0,,,,
Purchase Order,8/2/23,9/1/23,55025,Frontier Machining LLC,GF12,GF12.130.11.A (Pivot Side Frame Mount),10,10,85.35,853.5,Pivot Side Frame Mount,0,,,,
Purchase Order,8/2/23,9/1/23,55025,Frontier Machining LLC,GF12,GF12.133.01.A (Gear Box Mounting Plate),5,5,100.95,504.75,Gear Box Mounting Plate,0,,,,
Purchase Order,8/2/23,9/1/23,55025,Frontier Machining LLC,GF12,GF12.133.02.A (Gear Box Stand Off),10,10,58.3,583,Gear Box Stand Off,0,,,,
Purchase Order,8/2/23,9/1/23,55025,Frontier Machining LLC,GF12,GF12.211.01.B (Unwind Rail Plate),12,12,45.25,543,Unwind Rail Plate,0,,,,
Purchase Order,8/2/23,9/1/23,55025,Frontier Machining LLC,GF12,GF12.411.01.A (LINEAR BEARING BLOCK),34,34,56.35,1915.9,LINEAR BEARING BLOCK,0,,,,
Purchase Order,8/2/23,9/1/23,55025,Frontier Machining LLC,GF12,GF12.412.02.A (SEAL BAR GEARBOX PLATE),8,8,68.65,549.2,SEAL BAR GEARBOX PLATE,0,,,,
Purchase Order,8/2/23,9/1/23,55025,Frontier Machining LLC,GF12,GF12.412.03.A (SMALL GEARBOX OFFSET BLOCK),16,16,21.95,351.2,SMALL GEARBOX OFFSET BLOCK,0,,,,
Purchase Order,8/2/23,9/1/23,55025,Frontier Machining LLC,GF12,GF12.412.04.A (LARGE GEARBOX OFFSET BLOCK),8,8,74.85,598.8,LARGE GEARBOX OFFSET BLOCK,0,,,,
Purchase Order,8/2/23,9/1/23,55025,Frontier Machining LLC,GF12,GF12.412.05.B (CRANKSHAFT BEARING MOUNT PLATE),16,16,32.3,516.8,CRANKSHAFT BEARING MOUNT PLATE,0,,,,
Purchase Order,8/2/23,9/1/23,55025,Frontier Machining LLC,GF12,GF12.414.01.A (CRANKSHAFT BLOCK),18,18,136.5,2457,CRANKSHAFT BLOCK,0,,,,
Purchase Order,8/2/23,9/1/23,55025,Frontier Machining LLC,GF12,GF12.414.02.A (LINEAR SHAFT CLAMP),18,18,96.1,1729.8,LINEAR SHAFT CLAMP,0,,,,
Purchase Order,8/2/23,9/1/23,55025,Frontier Machining LLC,GF12,GF12.415.01.B (RUNNER BLOCK PLATE),24,24,45.8,1099.2,RUNNER BLOCK PLATE,0,,,,
Purchase Order,8/2/23,9/1/23,55025,Frontier Machining LLC,GF12,"GF12.471.01.A (HANDWHEEL PLATE, 12mm to 14mm, SIDE SEAL)",1,1,386.7,386.7,"HANDWHEEL PLATE, 12mm to 14mm, SIDE SEAL",0,,,,
Purchase Order,8/2/23,9/1/23,55025,Frontier Machining LLC,GF12,GF12.472.01.A (SIDE SEAL RAIL PLATE),24,24,80.4,1929.6,SIDE SEAL RAIL PLATE,0,,,,
Purchase Order,8/2/23,9/1/23,55025,Frontier Machining LLC,GF12,GF12.530.02.B (GEARSHAFT SUPPORT BLOCK),1,1,194.9,194.9,GEARSHAFT SUPPORT BLOCK,0,,,,
Purchase Order,8/2/23,9/1/23,55025,Frontier Machining LLC,GF12,GF12.530.06.A (BRL 15mm RUNNER BLOCK SPACER),16,16,14.45,231.2,BRL 15mm RUNNER BLOCK SPACER,0,,,,
Purchase Order,8/2/23,9/1/23,55025,Frontier Machining LLC,GF12,GF12.530.07.A (ZIMMER 15mm BRAKE SPACER),8,8,20.7,165.6,ZIMMER 15mm BRAKE SPACER,0,,,,
Purchase Order,8/3/23,9/2/23,55029,Bemox LLC,GF12,"GF12.113.01.A (.300, .600 RAIL PLATE)",4,4,351.75,1407,".300, .600 RAIL PLATE",0,,,,
Purchase Order,8/3/23,9/2/23,55029,Bemox LLC,GF12,GF12.220.01.A (UNWIND BASE PLATE),2,2,1185,2370,UNWIND BASE PLATE,0,,,,
Purchase Order,8/3/23,9/2/23,55029,Bemox LLC,GF12,GF12.241.05.A (LINEAR RAIL MOUNT),2,2,365.5,731,LINEAR RAIL MOUNT,0,,,,
Purchase Order,8/3/23,9/2/23,55029,Bemox LLC,GF12,GF12.310.01.A (SPOUT BOWL RAIL PLATE),2,2,413.5,827,SPOUT BOWL RAIL PLATE,0,,,,
Purchase Order,8/3/23,9/2/23,55029,Bemox LLC,GF12,GF12.530.01.C (CROSS SEAL SIDE PLATE REV C),2,2,992.5,1985,CROSS SEAL SIDE PLATE REV C,0,,,,
Purchase Order,8/3/23,9/2/23,55029,Bemox LLC,GF12,GF12.610.01.A (CAP BOWL RAIL PLATE),2,2,513.5,1027,CAP BOWL RAIL PLATE,0,,,,
Purchase Order,8/3/23,8/23/23,55030,Xometry,GF12,GF12.116.03.A (Roller Cap),80,80,1.52,121.6,Roller Cap,0,,,,
Purchase Order,8/3/23,8/23/23,55030,Xometry,GF12,GF12.117.01.A (Frame Gusset),69,69,22.06,1522.14,Frame Gusset,0,,,,
Purchase Order,8/3/23,8/23/23,55030,Xometry,GF12,GF12.244.04.A (Anvil Support Gusset),4,4,78.97,315.88,Anvil Support Gusset,0,,,,
Purchase Order,8/3/23,8/23/23,55030,Xometry,GF12,GF12.243.04.A (Punch Support Gusset),4,4,77.76,311.04,Punch Support Gusset,0,,,,
Purchase Order,8/7/23,8/7/23,55032,Big Sky Energy Eq. Inc,GF12,GF12.111.01.A (M8 Leveling foot Plate with M16),4,4,68,272,M8 Leveling foot Plate with M16,0,,,,
Purchase Order,8/7/23,8/7/23,55032,Big Sky Energy Eq. Inc,GF12,GF12.112.01.A (Joining Plate),10,10,73,730,Joining Plate,0,,,,
Purchase Order,8/7/23,8/7/23,55032,Big Sky Energy Eq. Inc,GF12,GF12.121.01.A (MAG LOCK PLATE),14,14,50,700,MAG LOCK PLATE,0,,,,
Purchase Order,8/7/23,8/7/23,55032,Big Sky Energy Eq. Inc,GF12,GF12.122.01.A (KEY STATION MOUNTING  PLATE),6,6,65,390,KEY STATION MOUNTING  PLATE,0,,,,
Purchase Order,8/7/23,8/7/23,55032,Big Sky Energy Eq. Inc,GF12,GF12.123.01.A (HMI Arm Mount),1,1,198,198,HMI Arm Mount,0,,,,
Purchase Order,8/7/23,8/7/23,55032,Big Sky Energy Eq. Inc,GF12,GF12.124.01.A (Door Support),28,28,88,2464,Door Support,0,,,,
Purchase Order,8/7/23,8/7/23,55032,Big Sky Energy Eq. Inc,GF12,GF12.140.02.A (Slit Knife Linear Rod Bracket),2,2,168,336,Slit Knife Linear Rod Bracket,0,,,,
Purchase Order,8/7/23,8/7/23,55032,Big Sky Energy Eq. Inc,GF12,GF12.140.03.A (Slit Knife Cylinder Mount  Plate),1,1,78.5,78.5,Slit Knife Cylinder Mount  Plate,0,,,,
Purchase Order,8/7/23,8/7/23,55032,Big Sky Energy Eq. Inc,GF12,GF12.140.04.A (Slit Knife Cylinder  Adjustment Plate),1,1,162.5,162.5,Slit Knife Cylinder  Adjustment Plate,0,,,,
Purchase Order,8/7/23,8/7/23,55032,Big Sky Energy Eq. Inc,GF12,GF12.140.05.A (Slit Knife Holder),1,1,155,155,Slit Knife Holder,0,,,,
Purchase Order,8/7/23,8/7/23,55032,Big Sky Energy Eq. Inc,GF12,GF12.140.07.A (Slit Knife Base),1,1,78,78,Slit Knife Base,0,,,,
Purchase Order,8/7/23,8/7/23,55032,Big Sky Energy Eq. Inc,GF12,GF12.245.03.A (Punch Slider),2,2,100,200,Punch Slider,0,,,,
Purchase Order,8/7/23,8/7/23,55032,Big Sky Energy Eq. Inc,GF12,GF12.253.03.A (Guard Slide),7,7,48,336,Guard Slide,0,,,,
Purchase Order,8/7/23,8/7/23,55032,Big Sky Energy Eq. Inc,GF12,GF12.253.04.A (Friction Pad),13,13,45,585,Friction Pad,0,,,,
Purchase Order,8/7/23,8/7/23,55032,Big Sky Energy Eq. Inc,GF12,GF12.253.05.A (Unguided Guard Slide),6,6,45,270,Unguided Guard Slide,0,,,,
Purchase Order,8/8/23,8/28/23,55033,H&S Group,GF12,Misc (Misc Item),5,5,683,3415,Misc Item,0,,,,
Purchase Order,8/8/23,8/28/23,55033,H&S Group,GF12,Misc (Misc Item),2,2,683,1366,Misc Item,0,,,,
Purchase Order,8/9/23,9/1/23,55041,Bemox LLC,GF12,GF12.130.01.B (NIP SIDE PLATE REV B),6,6,311.17,1867.02,NIP SIDE PLATE REV B,0,,,,
Purchase Order,8/9/23,9/1/23,55041,Bemox LLC,GF12,GF12.130.02.B (Nip Support Bar),10,10,147.3,1473,Nip Support Bar,0,,,,
Purchase Order,8/9/23,9/1/23,55041,Bemox LLC,GF12,GF12.130.07.B (Lower Nip Support Strut),5,5,369.8,1849,Lower Nip Support Strut,0,,,,
Purchase Order,8/9/23,9/1/23,55041,Bemox LLC,GF12,GF12.220.02.A (Unwind Side),4,4,608.75,2435,Unwind Side,0,,,,
Purchase Order,8/9/23,9/1/23,55041,Bemox LLC,GF12,GF12.230.01.A (NIP SIDE PLATE),4,4,356.75,1427,NIP SIDE PLATE,0,,,,
Purchase Order,8/9/23,9/1/23,55041,Bemox LLC,GF12,GF12.250.01.B (Compensator Side Plate),2,2,702.9,1405.8,Compensator Side Plate,0,,,,
Purchase Order,8/9/23,9/1/23,55041,Bemox LLC,GF12,GF12.411.02.A (SIDE SEAL SIDE PLATE L),6,6,183.17,1099.02,SIDE SEAL SIDE PLATE L,0,,,,
Purchase Order,8/9/23,9/1/23,55041,Bemox LLC,GF12,GF12.411.03.A (SIDE SEAL SIDE PLATE R),6,6,183.17,1099.02,SIDE SEAL SIDE PLATE R,0,,,,
Purchase Order,8/9/23,9/1/23,55041,Bemox LLC,GF12,GF12.411.04.A (SIDE SEAL CASSETTE STRUT),6,6,163.67,982.02,SIDE SEAL CASSETTE STRUT,0,,,,
Purchase Order,8/9/23,9/1/23,55041,Bemox LLC,GF12,"GF12.470.01.B (LEAD SCREW PLATE, SIDE SEAL)",2,2,413.5,827,"LEAD SCREW PLATE, SIDE SEAL",0,,,,
Purchase Order,8/9/23,9/1/23,55041,Bemox LLC,GF12,GF12.470.02.B (HANDWHEEL GEAR PLATE),1,1,407,407,HANDWHEEL GEAR PLATE,0,,,,
Purchase Order,8/9/23,9/1/23,55041,Bemox LLC,GF12,"GF12.470.03.B (LEAD SCREW END PLATE, SIDE SEAL)",2,2,199,398,"LEAD SCREW END PLATE, SIDE SEAL",0,,,,
Purchase Order,8/9/23,9/1/23,55041,Bemox LLC,GF12,GF12.511.01.A (CROSS SEAL SIDE PLATE L),2,2,243.5,487,CROSS SEAL SIDE PLATE L,0,,,,
Purchase Order,8/9/23,9/1/23,55041,Bemox LLC,GF12,GF12.511.02.A (CROSS SEAL SIDE PLATE R),2,2,243.5,487,CROSS SEAL SIDE PLATE R,0,,,,
Purchase Order,8/9/23,9/1/23,55041,Bemox LLC,GF12,GF12.511.03.A (CROSS SEAL CASSETTE STRUT),2,2,261,522,CROSS SEAL CASSETTE STRUT,0,,,,
Purchase Order,8/9/23,9/7/23,55042,Motion Industries,GF12,00221594 (1610 1-1/2 BUSHING),5,5,23.22,116.1,1610 1-1/2 BUSHING,0,"3x130.313, 2x230.317,",,,
Purchase Order,8/9/23,9/7/23,55042,Motion Industries,GF12,00585257 (ER24K BRG & COL ER24K),14,14,99.48,1392.72,ER24K BRG & COL ER24K,0,"6x130.321, 8x230.322,",,,
Purchase Order,8/9/23,9/7/23,55042,Motion Industries,GF12,02043842 (1610 40MM BUSHING),5,5,23.22,116.1,1610 40MM BUSHING,0,"5x133.302,",,,
Purchase Order,8/9/23,9/7/23,55042,Motion Industries,GF12,03220129 (P35-8MGT-30-1610 TL SPKT),14,14,110.48,1546.72,P35-8MGT-30-1610 TL SPKT,0,"3x130.312, 5x133.301, 2x230",,,
Purchase Order,8/9/23,9/7/23,55042,Motion Industries,GF12,09165546 (640-8MGT-30 POWERGRIP GT4 BELTS - 8M),5,5,48.31,241.55,640-8MGT-30 POWERGRIP GT4 BELTS - 8M,0,"3x130.314, 2x230.318,",,,
Purchase Order,8/9/23,9/7/23,55042,Motion Industries,GF12,00584951 (Emerson Set Screw Bearing ER-16 BRG),6,6,36.88,221.28,Emerson Set Screw Bearing ER-16 BRG,0,"6x130.315,",,,
Purchase Order,8/11/23,9/5/23,55048,H&S Group,GF12,Misc (Misc Item),33,33,102.5,3382.5,Misc Item,0,,,,
Purchase Order,8/11/23,8/18/23,55050,Keyence Corporation,GF12,LR-TB5000C (KEYENCE ALL PURPOSE LASER DISTANCE SENSOR),2,2,560,1120,KEYENCE ALL PURPOSE LASER DISTANCE SENSOR,0,GF12.223,,,
Purchase Order,8/11/23,8/21/23,55052,Dienes Corp.,GF12,022198 (FITTING ADAPTOR),1,1,20.21,20.21,FITTING ADAPTOR,0,GF12.730,,,
Purchase Order,8/11/23,8/21/23,55052,Dienes Corp.,GF12,"02023-01 (CRUSH/SCORE CUT HOLDER PQAS 1/2"")",1,1,177.61,177.61,"CRUSH/SCORE CUT HOLDER PQAS 1/2""",0,GF12.730,,,
Purchase Order,8/11/23,9/8/23,55053,Xometry,GF12,GF12.413.04.A (SIDE SEAL MOUNTING TUBE),6,6,402.88,2417.28,SIDE SEAL MOUNTING TUBE,0,,,,
Purchase Order,8/11/23,9/8/23,55053,Xometry,GF12,GF12.513.04.A (CROSS SEAL MOUNTING TUBE),2,2,830.63,1661.26,CROSS SEAL MOUNTING TUBE,0,,,,
Purchase Order,8/14/23,9/18/23,55054,"AAP Automation, Inc.",GF12,1059450 (Sick MPA 251THTP0 Linear Sensor),2,2,464,928,Sick MPA 251THTP0 Linear Sensor,0,216.302,,,
Purchase Order,8/14/23,8/28/23,55055,"AAP Automation, Inc.",GF12,"CDQ2A25-15DZ (SMC COMPACT CYLINDER, BUILT IN MAGNET, 25MM BORE, 15MM STROKE)",8,8,26.6292,213.03,"SMC COMPACT CYLINDER, BUILT IN MAGNET, 25MM BORE, 15MM STROKE",0,342.324,,,
Purchase Order,8/16/23,8/31/23,55056,Elesa USA Corp.,GF12,406936 (LMR.F-80-AS-M16x125),8,8,20.38,163.04,LMR.F-80-AS-M16x125,0,"6X 111.301, 2X 311.301",,,
Purchase Order,8/18/23,8/23/23,55057,ProAutomation,GF12,"ARIO-S-AI04V1 (Autonics 4-channel analog input, 0..10V)",2,2,274.55,549.1,"Autonics 4-channel analog input, 0..10V",0,CRAVE,,,
Purchase Order,8/18/23,8/25/23,55058,Buyrexroth,GF12,"R911328253 (BRC RLS0778/K06 DC Buss Connector, Power connectors: RLS)",8,0,29.9,239.2,"BRC RLS0778/K06 DC Buss Connector, Power connectors: RLS",239.2,,,,
Purchase Order,8/18/23,8/25/23,55058,Buyrexroth,GF12,FreightCharge (Vendor Incoming Freight Charges),1,0,34.8,34.8,Vendor Incoming Freight Charges,34.8,,,,
Purchase Order,8/18/23,8/29/23,55060,Fiero Automation,GF12,"14012 (9-1049430 80/20 INC, CENTRAL CONNECTOR, STEEL, SLOT 10 VERTICAL TO BARREL ( replacement f...",500,500,4.3615,2180.75,"9-1049430 80/20 INC, CENTRAL CONNECTOR, STEEL, SLOT 10 VERTICAL TO BARREL ( replacement for 3842...",0,,,,
Purchase Order,8/18/23,8/21/23,55061,McMaster-Carr Supply Co.,GF12,"96194A102 (Medium-Strength Steel Serrated Flange Locknut, Class 8, Zinc-Plated, M8 x 1.25 mm Thr...",3,3,13.33,39.99,"Medium-Strength Steel Serrated Flange Locknut, Class 8, Zinc-Plated, M8 x 1.25 mm Thread",0,Powers,,,
Purchase Order,8/22/23,9/7/23,55078,"Misumi USA, Inc.",GF12,"AMSC6-13-12.7 (MISUMI Steel Spacer, 6mm ID, 13mm OD, 12.7mm L)",4,4,11.35,45.4,"MISUMI Steel Spacer, 6mm ID, 13mm OD, 12.7mm L",0,", 2x632.315, 2x633.315,",,,
Purchase Order,8/22/23,9/7/23,55078,"Misumi USA, Inc.",GF12,"CIMRS10-12-1.0 (MISUMI 304 SS RING SHIM 10MM ID, 12MM OD, 1MM THICK)",6,6,2.22,13.32,"MISUMI 304 SS RING SHIM 10MM ID, 12MM OD, 1MM THICK",0,", 6x470.308,",,,
Purchase Order,8/22/23,9/7/23,55078,"Misumi USA, Inc.",GF12,FJUC6 (MISUMI Mounting Flange),8,8,23.3,186.4,MISUMI Mounting Flange,0,", 8x342.333,",,,
Purchase Order,8/22/23,9/7/23,55078,"Misumi USA, Inc.",GF12,PETS10-98-SC50-M6-N4 (MISUMI Circular Post 10mm OD 98mm L),8,8,25.33,202.64,MISUMI Circular Post 10mm OD 98mm L,0,", 8x342.335,",,,
Purchase Order,8/22/23,9/7/23,55078,"Misumi USA, Inc.",GF12,PETS15-214.4-SC50-M6-N6 (MISUMI Circular Post 15mm OD 214.4mm L),4,4,54.52,218.08,MISUMI Circular Post 15mm OD 214.4mm L,0,", 2x343.324, 2x344.324,",,,
Purchase Order,8/22/23,9/7/23,55078,"Misumi USA, Inc.",GF12,PETS25-195.9-SC50-M8-N8 (MISUMI Circular Post 25mm OD 195.9mm L),8,8,37.13,297.04,MISUMI Circular Post 25mm OD 195.9mm L,0,", 4x343.323, 4x344.323,",,,
Purchase Order,8/22/23,9/7/23,55078,"Misumi USA, Inc.",GF12,PETS25-212-SC50-M8-N8 (MISUMI Circular Post 25mm OD 212mm L),8,8,57.16,457.28,MISUMI Circular Post 25mm OD 212mm L,0,", 8x342.334,",,,
Purchase Order,8/22/23,9/7/23,55078,"Misumi USA, Inc.",GF12,"TWSSM13-8-4.5 (MISUMI Flat Spacers - NICKEL PLATED STEEL, 13MM OD, 8MM ID, 4.5MM THICK)",4,4,15.49,61.96,"MISUMI Flat Spacers - NICKEL PLATED STEEL, 13MM OD, 8MM ID, 4.5MM THICK",0,", 2x341.327, 2x640.310,",,,
Purchase Order,8/22/23,9/7/23,55078,"Misumi USA, Inc.",GF12,"TWSSM20-10-4.5 (MISUMI Flat Spacers - NICKEL PLATED STEEL, 20MM OD, 10MM ID, 4.5MM THICK)",7,7,15.49,108.43,"MISUMI Flat Spacers - NICKEL PLATED STEEL, 20MM OD, 10MM ID, 4.5MM THICK",0,", 3x341.326, 4x640.309,",,,
Purchase Order,8/22/23,9/7/23,55078,"Misumi USA, Inc.",GF12,"TWSSM20-10-7 (MISUMI Flat Spacers - NICKEL PLATED STEEL, 20MM OD, 10MM ID, 7MM THICK)",7,7,17.34,121.38,"MISUMI Flat Spacers - NICKEL PLATED STEEL, 20MM OD, 10MM ID, 7MM THICK",0,", 2x341.328, 2x346.314, 3x470",,,
